PERSON_ID,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FIRST_LAST,ROSTERSTATUS,FROM_YEAR,TO_YEAR,PLAYERCODE,PLAYER_SLUG,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,TEAM_SLUG,TEAM_CODE,GAMES_PLAYED_FLAG,OTHERLEAGUE_EXPERIENCE_CH
1630173,"Achiuwa, Precious",Precious Achiuwa,1,2020,2023,precious_achiuwa,precious_achiuwa,1610612752,New York,Knicks,NYK,knicks,knicks,Y,0
1628389,"Adebayo, Bam",Bam Adebayo,1,2017,2023,bam_adebayo,bam_adebayo,1610612748,Miami,Heat,MIA,heat,heat,Y,0
1629638,"Alexander-Walker, Nickeil",Nickeil Alexander-Walker,1,2019,2023,nickeil_alexander-walker,nickeil_alexander-walker,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,1
1628960,"Allen, Grayson",Grayson Allen,1,2018,2023,grayson_allen,grayson_allen,1610612756,Phoenix,Suns,PHX,suns,suns,Y,1
1630631,"Alvarado, Jose",Jose Alvarado,1,2021,2023,jose_alvarado,jose_alvarado,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,0
203937,"Anderson, Kyle",Kyle Anderson,1,2014,2023,kyle_anderson,kyle_anderson,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,1
1628384,"Anunoby, OG",OG Anunoby,1,2017,2023,og_anunoby,og_anunoby,1610612752,New York,Knicks,NYK,knicks,knicks,Y,0
1627853,"Arcidiacono, Ryan",Ryan Arcidiacono,0,2017,2023,ryan_arcidiacono,ryan_arcidiacono,0,,,,,,Y,1
1630166,"Avdija, Deni",Deni Avdija,1,2020,2023,deni_avdija,deni_avdija,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,0
1628962,"Azubuike, Udoka",Udoka Azubuike,1,2020,2023,udoka_azubuike,udoka_azubuike,1610612756,Phoenix,Suns,PHX,suns,suns,Y,1
1628963,"Bagley III, Marvin",Marvin Bagley III,1,2018,2023,marvin_bagley_iii,marvin_bagley_iii,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,0
1641735,"Bailey, Amari",Amari Bailey,1,2023,2023,amari_bailey,amari_bailey,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,11
1631116,"Baldwin Jr., Patrick",Patrick Baldwin Jr.,1,2022,2023,patrick_baldwin_jr,patrick_baldwin_jr,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,11
1630163,"Ball, LaMelo",LaMelo Ball,1,2020,2023,lamelo_ball,lamelo_ball,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,0
203084,"Barnes, Harrison",Harrison Barnes,1,2012,2023,harrison_barnes,harrison_barnes,1610612758,Sacramento,Kings,SAC,kings,kings,Y,0
203078,"Beal, Bradley",Bradley Beal,1,2012,2023,bradley_beal,bradley_beal,1610612756,Phoenix,Suns,PHX,suns,suns,Y,0
1631262,"Bernard, Jules",Jules Bernard,1,2023,2023,jules_bernard,jules_bernard,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,11
202722,"Bertans, Davis",Davis Bertans,1,2016,2023,davis_bertans,davis_bertans,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,1
202687,"Biyombo, Bismack",Bismack Biyombo,1,2011,2023,bismack_biyombo,bismack_biyombo,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,0
1641778,"Black, Leaky",Leaky Black,1,2023,2023,leaky_black,leaky_black,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,11
202711,"Bogdanovic, Bojan",Bojan Bogdanovic,1,2014,2023,bojan_bogdanovic,bojan_bogdanovic,1610612752,New York,Knicks,NYK,knicks,knicks,Y,0
1629626,"Bol, Bol",Bol Bol,1,2019,2023,bol_bol,bol_bol,1610612756,Phoenix,Suns,PHX,suns,suns,Y,1
1629716,"Bolden, Marques",Marques Bolden,1,2019,2023,marques_bolden,marques_bolden,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,11
1626164,"Booker, Devin",Devin Booker,1,2015,2023,devin_booker,devin_booker,1610612756,Phoenix,Suns,PHX,suns,suns,Y,0
1630527,"Boston Jr., Brandon",Brandon Boston Jr.,1,2021,2023,brandon_boston_jr,brandon_boston_jr,1610612746,LA,Clippers,LAC,clippers,clippers,Y,11
1630547,"Bouknight, James",James Bouknight,0,2021,2023,james_bouknight,james_bouknight,0,,,,,,Y,1
1631123,"Bouyea, Jamaree",Jamaree Bouyea,0,2022,2023,jamaree_bouyea,jamaree_bouyea,0,,,,,,Y,11
1628970,"Bridges, Miles",Miles Bridges,1,2018,2023,miles_bridges,miles_bridges,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,0
1629052,"Brissett, Oshae",Oshae Brissett,1,2019,2023,oshae_brissett,oshae_brissett,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,1
1629717,"Brooks, Armoni",Armoni Brooks,0,2020,2023,armoni_brooks,armoni_brooks,0,,,,,,Y,11
1627759,"Brown, Jaylen",Jaylen Brown,1,2016,2023,jaylen_brown,jaylen_brown,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,0
1631112,"Brown, Kendall",Kendall Brown,1,2022,2023,kendall_brown,kendall_brown,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,11
1641738,"Brown, Kobe",Kobe Brown,1,2023,2023,kobe_brown,kobe_brown,1610612746,LA,Clippers,LAC,clippers,clippers,Y,11
1630535,"Brown III, Greg",Greg Brown III,1,2021,2023,greg_brown_iii,greg_brown_iii,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,11
1629718,"Brown Jr., Charlie",Charlie Brown Jr.,1,2019,2023,charles_brown,charlie_brown_jr,1610612752,New York,Knicks,NYK,knicks,knicks,Y,11
1628973,"Brunson, Jalen",Jalen Brunson,1,2018,2023,jalen_brunson,jalen_brunson,1610612752,New York,Knicks,NYK,knicks,knicks,Y,0
1628418,"Bryant, Thomas",Thomas Bryant,1,2017,2023,thomas_bryant,thomas_bryant,1610612748,Miami,Heat,MIA,heat,heat,Y,1
202692,"Burks, Alec",Alec Burks,1,2011,2023,alec_burks,alec_burks,1610612752,New York,Knicks,NYK,knicks,knicks,Y,1
1630215,"Butler, Jared",Jared Butler,1,2021,2023,jared_butler,jared_butler,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,11
202710,"Butler, Jimmy",Jimmy Butler,1,2011,2023,jimmy_butler,jimmy_butler,1610612748,Miami,Heat,MIA,heat,heat,Y,0
1631288,"Cain, Jamal",Jamal Cain,1,2022,2023,jamal_cain,jamal_cain,1610612748,Miami,Heat,MIA,heat,heat,Y,11
1630608,"Cazalon, Malcolm",Malcolm Cazalon,0,2023,2023,malcolm_cazalon,malcolm_cazalon,0,,,,,,Y,11
1630551,"Champagnie, Justin",Justin Champagnie,1,2021,2023,justin_champagnie,justin_champagnie,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,11
1641740,"Clark, Jaylen",Jaylen Clark,1,2023,2023,jaylen_clark,jaylen_clark,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,N,0
203903,"Clarkson, Jordan",Jordan Clarkson,1,2014,2023,jordan_clarkson,jordan_clarkson,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,1
1629599,"Coffey, Amir",Amir Coffey,1,2019,2023,amir_coffey,amir_coffey,1610612746,LA,Clippers,LAC,clippers,clippers,Y,1
1628381,"Collins, John",John Collins,1,2017,2023,john_collins,john_collins,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,0
201144,"Conley, Mike",Mike Conley,1,2007,2023,mike_conley,mike_conley,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,0
1641731,"Coulibaly, Bilal",Bilal Coulibaly,1,2023,2023,bilal_coulibaly,bilal_coulibaly,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,0
1630622,"Crutcher, Jalen",Jalen Crutcher,1,2023,2023,jalen_crutcher,jalen_crutcher,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,11
203552,"Curry, Seth",Seth Curry,1,2013,2023,seth_curry,seth_curry,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,1
201939,"Curry, Stephen",Stephen Curry,1,2009,2023,stephen_curry,stephen_curry,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,0
1630700,"Daniels, Dyson",Dyson Daniels,1,2022,2023,dyson_daniels,dyson_daniels,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,0
1631098,"Davis, Johnny",Johnny Davis,1,2022,2023,johnny_davis,johnny_davis,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,11
1631120,"Davison, JD",JD Davison,1,2022,2023,jd_davison,jd_davison,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,11
1641926,"Dennis, Dexter",Dexter Dennis,0,2023,2023,dexter_dennis,dexter_dennis,0,,,,,,Y,11
1628978,"DiVincenzo, Donte",Donte DiVincenzo,1,2018,2023,donte_divincenzo,donte_divincenzo,1610612752,New York,Knicks,NYK,knicks,knicks,Y,1
1631217,"Diabate, Moussa",Moussa Diabate,1,2022,2023,moussa_diabate,moussa_diabate,1610612746,LA,Clippers,LAC,clippers,clippers,Y,11
1628977,"Diallo, Hamidou",Hamidou Diallo,0,2018,2023,hamidou_diallo,hamidou_diallo,0,,,,,,Y,11
1631172,"Dieng, Ousmane",Ousmane Dieng,1,2022,2023,ousmane_dieng,ousmane_dieng,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,11
1629029,"Doncic, Luka",Luka Doncic,1,2018,2023,luka_don,luka_doncic,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,0
1629652,"Dort, Luguentz",Luguentz Dort,1,2019,2023,luguentz_dort,luguentz_dort,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,1
1630537,"Duarte, Chris",Chris Duarte,1,2021,2023,chris_duarte,chris_duarte,1610612758,Sacramento,Kings,SAC,kings,kings,Y,0
1627739,"Dunn, Kris",Kris Dunn,1,2016,2023,kris_dunn,kris_dunn,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,1
201142,"Durant, Kevin",Kevin Durant,1,2007,2023,kevin_durant,kevin_durant,1610612756,Phoenix,Suns,PHX,suns,suns,Y,0
1630162,"Edwards, Anthony",Anthony Edwards,1,2020,2023,anthony_edwards,anthony_edwards,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,0
1630556,"Edwards, Kessler",Kessler Edwards,1,2021,2023,kessler_edwards,kessler_edwards,1610612758,Sacramento,Kings,SAC,kings,kings,Y,11
1631165,"Ellis, Keon",Keon Ellis,1,2022,2023,keon_ellis,keon_ellis,1610612758,Sacramento,Kings,SAC,kings,kings,Y,1
1629234,"Eubanks, Drew",Drew Eubanks,1,2018,2023,drew_eubanks,drew_eubanks,1610612756,Phoenix,Suns,PHX,suns,suns,Y,1
203957,"Exum, Dante",Dante Exum,1,2014,2023,dante_exum,dante_exum,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,0
1641745,"Flagler, Adam",Adam Flagler,1,2023,2023,adam_flagler,adam_flagler,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,11
1630259,"Ford, Jordan",Jordan Ford,1,2023,2023,jordan_ford,jordan_ford,1610612758,Sacramento,Kings,SAC,kings,kings,Y,11
1628368,"Fox, De'Aaron",De'Aaron Fox,1,2017,2023,de'aaron_fox,deaaron_fox,1610612758,Sacramento,Kings,SAC,kings,kings,Y,0
1641788,"Fudge, Alex",Alex Fudge,0,2023,2023,alex_fudge,alex_fudge,0,,,,,,Y,11
1629655,"Gafford, Daniel",Daniel Gafford,1,2019,2023,daniel_gafford,daniel_gafford,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,1
1630586,"Garuba, Usman",Usman Garuba,1,2021,2023,usman_garuba,usman_garuba,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,11
1630568,"Garza, Luka",Luka Garza,1,2021,2023,luka_garza,luka_garza,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,1
1629232,"Gates, Kaiser",Kaiser Gates,0,2023,2023,kaiser_gates,kaiser_gates,0,,,,,,Y,11
1641718,"George, Keyonte",Keyonte George,1,2023,2023,keyonte_george,keyonte_george,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,0
202331,"George, Paul",Paul George,1,2010,2023,paul_george,paul_george,1610612746,LA,Clippers,LAC,clippers,clippers,Y,0
201959,"Gibson, Taj",Taj Gibson,0,2009,2023,taj_gibson,taj_gibson,0,,,,,,Y,0
