"person_id";"player_name";"season";"round_num";"round_pick";"overall_pick";"draft_type";"team_id";"team_city";"team_name";"team_abbr";"organization";"organization_type";"player_profile_flag"
2767;"Royal Ivey";2004;2;8;37;"Draft";1610612737;"Atlanta";"Hawks";"ATL";"Brigham Young";"College/University";"1"
2768;"Chris Duhon";2004;2;9;38;"Draft";1610612741;"Chicago";"Bulls";"CHI";"Duke";"College/University";"1"
2769;"Albert Miralles";2004;2;10;39;"Draft";1610612761;"Toronto";"Raptors";"TOR";"Roseto Sharks (Italy)";"Other Team/Club";"0"
2771;"Viktor Sanikidze";2004;2;13;42;"Draft";1610612737;"Atlanta";"Hawks";"ATL";"JDA Dijon Basket (France)";"Other Team/Club";"0"
2775;"Ha Ha";2004;2;17;46;"Draft";1610612757;"Portland";"Trail Blazers";"POR";"Yonsei (KOR)";"College/University";"1"
2778;"Sergei Lishouk";2004;2;20;49;"Draft";1610612763;"Memphis";"Grizzlies";"MEM";"Miami (FL)";"College/University";"0"
2780;"Christian Drejer";2004;2;22;51;"Draft";1610612751;"New Jersey";"Nets";"NJN";"FC Barcelona Basquet (Spain)";"Other Team/Club";"0"
2781;"Romain Sato";2004;2;23;52;"Draft";1610612759;"San Antonio";"Spurs";"SAS";"Xavier";"College/University";"1"
2783;"Rickey Paulding";2004;2;25;54;"Draft";1610612765;"Detroit";"Pistons";"DET";"Missouri";"College/University";"0"
2784;"Luis Flores";2004;2;26;55;"Draft";1610612745;"Houston";"Rockets";"HOU";"Manhattan";"College/University";"1"
2785;"Marcus Douthit";2004;2;27;56;"Draft";1610612747;"Los Angeles";"Lakers";"LAL";"Providence";"College/University";"0"
2807;"Sergei Karaulov";2004;2;28;57;"Draft";1610612759;"San Antonio";"Spurs";"SAS";"Sakha-Yakutia Yakutsk (Russia)";"Other Team/Club";"0"
101106;"Andrew Bogut";2005;1;1;1;"Draft";1610612749;"Milwaukee";"Bucks";"MIL";"Utah";"College/University";"1"
101107;"Marvin Williams";2005;1;2;2;"Draft";1610612737;"Atlanta";"Hawks";"ATL";"North Carolina";"College/University";"1"
101110;"Martell Webster";2005;1;6;6;"Draft";1610612757;"Portland";"Trail Blazers";"POR";"Seattle Preparatory School";"High School";"1"
101111;"Charlie Villanueva";2005;1;7;7;"Draft";1610612761;"Toronto";"Raptors";"TOR";"Connecticut";"College/University";"1"
101115;"Andrew Bynum";2005;1;10;10;"Draft";1610612747;"Los Angeles";"Lakers";"LAL";"Saint Joseph";"High School";"1"
101116;"Fran Vazquez";2005;1;11;11;"Draft";1610612753;"Orlando";"Magic";"ORL";"Baloncesto Malaga (Spain)";"Other Team/Club";"0"
101120;"Antoine Wright";2005;1;15;15;"Draft";1610612751;"New Jersey";"Nets";"NJN";"Texas A&M";"College/University";"1"
101121;"Joey Graham";2005;1;16;16;"Draft";1610612761;"Toronto";"Raptors";"TOR";"Oklahoma State";"College/University";"1"
101124;"Hakim Warrick";2005;1;19;19;"Draft";1610612763;"Memphis";"Grizzlies";"MEM";"Syracuse";"College/University";"1"
101125;"Julius Hodge";2005;1;20;20;"Draft";1610612743;"Denver";"Nuggets";"DEN";"North Carolina State";"College/University";"1"
101127;"Jarrett Jack";2005;1;22;22;"Draft";1610612743;"Denver";"Nuggets";"DEN";"Georgia Tech";"College/University";"1"
101129;"Luther Head";2005;1;24;24;"Draft";1610612745;"Houston";"Rockets";"HOU";"Illinois";"College/University";"1"
101131;"Jason Maxiell";2005;1;26;26;"Draft";1610612765;"Detroit";"Pistons";"DET";"Cincinnati";"College/University";"1"
101132;"Linas Kleiza";2005;1;27;27;"Draft";1610612757;"Portland";"Trail Blazers";"POR";"Missouri";"College/University";"1"
101133;"Ian Mahinmi";2005;1;28;28;"Draft";1610612759;"San Antonio";"Spurs";"SAS";"STB Le Havre (France)";"Other Team/Club";"1"
101136;"Salim Stoudamire";2005;2;1;31;"Draft";1610612737;"Atlanta";"Hawks";"ATL";"Arizona";"College/University";"1"
101140;"Ricky Sanchez";2005;2;5;35;"Draft";1610612757;"Portland";"Trail Blazers";"POR";"IMG Academy";"High School";"0"
101141;"Ersan Ilyasova";2005;2;6;36;"Draft";1610612749;"Milwaukee";"Bucks";"MIL";"Ulkerspor (Turkey)";"Other Team/Club";"1"
101142;"Ronny Turiaf";2005;2;7;37;"Draft";1610612747;"Los Angeles";"Lakers";"LAL";"Gonzaga";"College/University";"1"
101143;"Travis Diener";2005;2;8;38;"Draft";1610612753;"Orlando";"Magic";"ORL";"Marquette";"College/University";"1"
101144;"Von Wafer";2005;2;9;39;"Draft";1610612747;"Los Angeles";"Lakers";"LAL";"Florida State";"College/University";"1"
101146;"Roko Ukic";2005;2;11;41;"Draft";1610612761;"Toronto";"Raptors";"TOR";"KK Split (Croatia)";"Other Team/Club";"1"
101148;"Mile Ilic";2005;2;13;43;"Draft";1610612751;"New Jersey";"Nets";"NJN";"KK FMP (Serbia)";"Other Team/Club";"1"
101149;"Martynas Andriuskevicius";2005;2;14;44;"Draft";1610612753;"Orlando";"Magic";"ORL";"BC Zalgiris (Lithuania)";"Other Team/Club";"1"
101150;"Lou Williams";2005;2;15;45;"Draft";1610612755;"Philadelphia";"76ers";"PHI";"South Gwinnett";"High School";"1"
101157;"Axel Hervelle";2005;2;22;52;"Draft";1610612743;"Denver";"Nuggets";"DEN";"Real Madrid Baloncesto (Spain)";"Other Team/Club";"0"
101161;"Amir Johnson";2005;2;26;56;"Draft";1610612765;"Detroit";"Pistons";"DET";"Westchester";"High School";"1"
101164;"Cenk Akyol";2005;2;29;59;"Draft";1610612737;"Atlanta";"Hawks";"ATL";"Anadolu Efes S.K. (Turkey)";"Other Team/Club";"0"
101165;"Alex Acker";2005;2;30;60;"Draft";1610612765;"Detroit";"Pistons";"DET";"Pepperdine";"College/University";"1"
101166;"Uros Slokar";2005;2;28;58;"Draft";1610612761;"Toronto";"Raptors";"TOR";"Pallalcesto Amatori Udine (Italy)";"Other Team/Club";"1"
200745;"Andrea Bargnani";2006;1;1;1;"Draft";1610612761;"Toronto";"Raptors";"TOR";"Universo Treviso Basket (Italy)";"Other Team/Club";"1"
200746;"LaMarcus Aldridge";2006;1;2;2;"Draft";1610612741;"Chicago";"Bulls";"CHI";"Texas";"College/University";"1"
200748;"Tyrus Thomas";2006;1;4;4;"Draft";1610612757;"Portland";"Trail Blazers";"POR";"Louisiana State";"College/University";"1"
200749;"Shelden Williams";2006;1;5;5;"Draft";1610612737;"Atlanta";"Hawks";"ATL";"Duke";"College/University";"1"
200752;"Rudy Gay";2006;1;8;8;"Draft";1610612745;"Houston";"Rockets";"HOU";"Connecticut";"College/University";"1"
200755;"JJ Redick";2006;1;11;11;"Draft";1610612753;"Orlando";"Magic";"ORL";"Duke";"College/University";"1"
200757;"Thabo Sefolosha";2006;1;13;13;"Draft";1610612755;"Philadelphia";"76ers";"PHI";"Pallacanestro Biella (Italy)";"Other Team/Club";"1"
200760;"Rodney Carney";2006;1;16;16;"Draft";1610612741;"Chicago";"Bulls";"CHI";"Memphis";"College/University";"1"
200766;"Marcus Williams";2006;1;22;22;"Draft";1610612751;"New Jersey";"Nets";"NJN";"Connecticut";"College/University";"1"
200767;"Josh Boone";2006;1;23;23;"Draft";1610612751;"New Jersey";"Nets";"NJN";"Connecticut";"College/University";"1"
200768;"Kyle Lowry";2006;1;24;24;"Draft";1610612763;"Memphis";"Grizzlies";"MEM";"Villanova";"College/University";"1"
200769;"Shannon Brown";2006;1;25;25;"Draft";1610612739;"Cleveland";"Cavaliers";"CLE";"Michigan State";"College/University";"1"
200770;"Jordan Farmar";2006;1;26;26;"Draft";1610612747;"Los Angeles";"Lakers";"LAL";"California-Los Angeles";"College/University";"1"
200777;"Joel Freeland";2006;1;30;30;"Draft";1610612757;"Portland";"Trail Blazers";"POR";"CB Gran Canaria (Spain)";"Other Team/Club";"1"
200778;"James White";2006;2;1;31;"Draft";1610612757;"Portland";"Trail Blazers";"POR";"Cincinnati";"College/University";"1"
200779;"Steve Novak";2006;2;2;32;"Draft";1610612745;"Houston";"Rockets";"HOU";"Marquette";"College/University";"1"
200780;"Solomon Jones";2006;2;3;33;"Draft";1610612737;"Atlanta";"Hawks";"ATL";"South Florida";"College/University";"1"
200782;"P.J. Tucker";2006;2;5;35;"Draft";1610612761;"Toronto";"Raptors";"TOR";"Texas";"College/University";"1"
200786;"David Noel";2006;2;9;39;"Draft";1610612749;"Milwaukee";"Bucks";"MIL";"North Carolina";"College/University";"1"
200788;"James Augustine";2006;2;11;41;"Draft";1610612753;"Orlando";"Magic";"ORL";"Illinois";"College/University";"1"
200789;"Daniel Gibson";2006;2;12;42;"Draft";1610612739;"Cleveland";"Cavaliers";"CLE";"Texas";"College/University";"1"
200791;"Lior Eliyahu";2006;2;14;44;"Draft";1610612753;"Orlando";"Magic";"ORL";"Hapoel Galil Elyon (Israel)";"Other Team/Club";"0"
200796;"Leon Powe";2006;2;19;49;"Draft";1610612743;"Denver";"Nuggets";"DEN";"California";"College/University";"1"
200798;"Cheikh Samb";2006;2;21;51;"Draft";1610612747;"Los Angeles";"Lakers";"LAL";"CB Cornella (Spain)";"Other Team/Club";"1"
200801;"Hassan Adams";2006;2;24;54;"Draft";1610612751;"New Jersey";"Nets";"NJN";"Arizona";"College/University";"1"
200802;"Ejike Ugboaja";2006;2;25;55;"Draft";1610612739;"Cleveland";"Cavaliers";"CLE";"Union Bank Lagos B.C. (Nigeria)";"Other Team/Club";"0"
200803;"Edin Bavcic";2006;2;26;56;"Draft";1610612761;"Toronto";"Raptors";"TOR";"KK Bosna Royal (Bosnia and Herzegovina)";"Other Team/Club";"0"
200806;"Damir Markota";2006;2;29;59;"Draft";1610612759;"San Antonio";"Spurs";"SAS";"KK Cibona (Croatia)";"Other Team/Club";"1"
200807;"Will Blalock";2006;2;30;60;"Draft";1610612765;"Detroit";"Pistons";"DET";"Iowa State";"College/University";"1"
201141;"Greg Oden";2007;1;1;1;"Draft";1610612757;"Portland";"Trail Blazers";"POR";"Ohio State";"College/University";"1"
201143;"Al Horford";2007;1;3;3;"Draft";1610612737;"Atlanta";"Hawks";"ATL";"Florida";"College/University";"1"
201144;"Mike Conley";2007;1;4;4;"Draft";1610612763;"Memphis";"Grizzlies";"MEM";"Ohio State";"College/University";"1"
201146;"Yi Jianlian";2007;1;6;6;"Draft";1610612749;"Milwaukee";"Bucks";"MIL";"Guangdong Southern Tigers (China)";"Other Team/Club";"1"
201149;"Joakim Noah";2007;1;9;9;"Draft";1610612741;"Chicago";"Bulls";"CHI";"Florida";"College/University";"1"
201151;"Acie Law";2007;1;11;11;"Draft";1610612737;"Atlanta";"Hawks";"ATL";"Texas A&M";"College/University";"1"
201152;"Thaddeus Young";2007;1;12;12;"Draft";1610612755;"Philadelphia";"76ers";"PHI";"Georgia Tech";"College/University";"1"
201155;"Rodney Stuckey";2007;1;15;15;"Draft";1610612765;"Detroit";"Pistons";"DET";"Eastern Washington";"College/University";"1"
201157;"Sean Williams";2007;1;17;17;"Draft";1610612751;"New Jersey";"Nets";"NJN";"Boston College";"College/University";"1"
201159;"Javaris Crittenton";2007;1;19;19;"Draft";1610612747;"Los Angeles";"Lakers";"LAL";"Georgia Tech";"College/University";"1"
201161;"Daequan Cook";2007;1;21;21;"Draft";1610612755;"Philadelphia";"76ers";"PHI";"Ohio State";"College/University";"1"
201166;"Aaron Brooks";2007;1;26;26;"Draft";1610612745;"Houston";"Rockets";"HOU";"Oregon";"College/University";"1"
201167;"Arron Afflalo";2007;1;27;27;"Draft";1610612765;"Detroit";"Pistons";"DET";"California-Los Angeles";"College/University";"1"
201168;"Tiago Splitter";2007;1;28;28;"Draft";1610612759;"San Antonio";"Spurs";"SAS";"Saski Baskonia (Spain)";"Other Team/Club";"1"
201170;"Petteri Koponen";2007;1;30;30;"Draft";1610612755;"Philadelphia";"76ers";"PHI";"Espoon Honka (Finland)";"Other Team/Club";"0"
201173;"Marcus Williams";2007;2;3;33;"Draft";1610612759;"San Antonio";"Spurs";"SAS";"Arizona";"College/University";"1"
201177;"Josh McRoberts";2007;2;7;37;"Draft";1610612757;"Portland";"Trail Blazers";"POR";"Duke";"College/University";"1"
201178;"Kyrylo Fesenko";2007;2;8;38;"Draft";1610612755;"Philadelphia";"76ers";"PHI";"Cherkaski Mavpy (Ukraine)";"Other Team/Club";"1"
201180;"Sun Sun";2007;2;10;40;"Draft";1610612747;"Los Angeles";"Lakers";"LAL";"Beijing Olympians (China)";"Other Team/Club";"1"
201182;"Derrick Byars";2007;2;12;42;"Draft";1610612757;"Portland";"Trail Blazers";"POR";"Vanderbilt";"College/University";"1"
201184;"Reyshawn Terry";2007;2;14;44;"Draft";1610612753;"Orlando";"Magic";"ORL";"North Carolina";"College/University";"1"
201188;"Marc Gasol";2007;2;18;48;"Draft";1610612747;"Los Angeles";"Lakers";"LAL";"CB Sant Josep (Spain)";"Other Team/Club";"1"
201189;"Aaron Gray";2007;2;19;49;"Draft";1610612741;"Chicago";"Bulls";"CHI";"Pittsburgh";"College/University";"1"
201191;"JamesOn Curry";2007;2;21;51;"Draft";1610612741;"Chicago";"Bulls";"CHI";"Oklahoma State";"College/University";"1"
201192;"Taurean Green";2007;2;22;52;"Draft";1610612757;"Portland";"Trail Blazers";"POR";"Florida";"College/University";"1"
201193;"Demetris Nichols";2007;2;23;53;"Draft";1610612757;"Portland";"Trail Blazers";"POR";"Syracuse";"College/University";"1"
201194;"Brad Newley";2007;2;24;54;"Draft";1610612745;"Houston";"Rockets";"HOU";"Townsville Crocodiles (Australia)";"Other Team/Club";"0"
201196;"Ramon Sessions";2007;2;26;56;"Draft";1610612749;"Milwaukee";"Bucks";"MIL";"Nevada-Reno";"College/University";"1"
201197;"Sammy Mejia";2007;2;27;57;"Draft";1610612765;"Detroit";"Pistons";"DET";"DePaul";"College/University";"1"
201198;"Giorgos Printezis";2007;2;28;58;"Draft";1610612759;"San Antonio";"Spurs";"SAS";"Olympiacos B.C. (Greece)";"Other Team/Club";"0"
201446;"Mike Taylor";2008;2;25;55;"Draft";1610612757;"Portland";"Trail Blazers";"POR";"Idaho Stampede (D-League)";"Other Team/Club";"1"
201565;"Derrick Rose";2008;1;1;1;"Draft";1610612741;"Chicago";"Bulls";"CHI";"Memphis";"College/University";"1"
201567;"Kevin Love";2008;1;5;5;"Draft";1610612763;"Memphis";"Grizzlies";"MEM";"California-Los Angeles";"College/University";"1"
201570;"Joe Alexander";2008;1;8;8;"Draft";1610612749;"Milwaukee";"Bucks";"MIL";"West Virginia";"College/University";"1"
201572;"Brook Lopez";2008;1;10;10;"Draft";1610612751;"New Jersey";"Nets";"NJN";"Stanford";"College/University";"1"
201575;"Brandon Rush";2008;1;13;13;"Draft";1610612757;"Portland";"Trail Blazers";"POR";"Kansas";"College/University";"1"
201578;"Marreese Speights";2008;1;16;16;"Draft";1610612755;"Philadelphia";"76ers";"PHI";"Florida";"College/University";"1"
201579;"Roy Hibbert";2008;1;17;17;"Draft";1610612761;"Toronto";"Raptors";"TOR";"Georgetown";"College/University";"1"
201581;"JJ Hickson";2008;1;19;19;"Draft";1610612739;"Cleveland";"Cavaliers";"CLE";"North Carolina State";"College/University";"1"
201583;"Ryan Anderson";2008;1;21;21;"Draft";1610612751;"New Jersey";"Nets";"NJN";"California";"College/University";"1"
201584;"Courtney Lee";2008;1;22;22;"Draft";1610612753;"Orlando";"Magic";"ORL";"Western Kentucky";"College/University";"1"
201587;"Nicolas Batum";2008;1;25;25;"Draft";1610612745;"Houston";"Rockets";"HOU";"Le Mans Sarthe Basket (France)";"Other Team/Club";"1"
201588;"George Hill";2008;1;26;26;"Draft";1610612759;"San Antonio";"Spurs";"SAS";"IUPUI";"College/University";"1"
201590;"Donte Greene";2008;1;28;28;"Draft";1610612763;"Memphis";"Grizzlies";"MEM";"Syracuse";"College/University";"1"
201591;"DJ White";2008;1;29;29;"Draft";1610612765;"Detroit";"Pistons";"DET";"Indiana";"College/University";"1"
201595;"Joey Dorsey";2008;2;3;33;"Draft";1610612757;"Portland";"Trail Blazers";"POR";"Memphis";"College/University";"1"
201600;"Omer Asik";2008;2;6;36;"Draft";1610612757;"Portland";"Trail Blazers";"POR";"Fenerbahce S.K. (Turkey)";"Other Team/Club";"1"
201601;"Luc Mbah a Moute";2008;2;7;37;"Draft";1610612749;"Milwaukee";"Bucks";"MIL";"California-Los Angeles";"College/University";"1"
201603;"Sonny Weems";2008;2;9;39;"Draft";1610612741;"Chicago";"Bulls";"CHI";"Arkansas";"College/University";"1"
201604;"Chris Douglas-Roberts";2008;2;10;40;"Draft";1610612751;"New Jersey";"Nets";"NJN";"Memphis";"College/University";"1"
201609;"Goran Dragic";2008;2;15;45;"Draft";1610612759;"San Antonio";"Spurs";"SAS";"KK Olimpija (Slovenia)";"Other Team/Club";"1"
201618;"Maarty Leunen";2008;2;24;54;"Draft";1610612745;"Houston";"Rockets";"HOU";"Oregon";"College/University";"0"
201620;"James Gist";2008;2;27;57;"Draft";1610612759;"San Antonio";"Spurs";"SAS";"Maryland";"College/University";"1"
201621;"Joe Crawford";2008;2;28;58;"Draft";1610612747;"Los Angeles";"Lakers";"LAL";"Kentucky";"College/University";"1"
201622;"Deron Washington";2008;2;29;59;"Draft";1610612765;"Detroit";"Pistons";"DET";"Virginia Tech";"College/University";"1"
201934;"Hasheem Thabeet";2009;1;2;2;"Draft";1610612763;"Memphis";"Grizzlies";"MEM";"Connecticut";"College/University";"1"
201942;"DeMar DeRozan";2009;1;9;9;"Draft";1610612761;"Toronto";"Raptors";"TOR";"Southern California";"College/University";"1"
201943;"Brandon Jennings";2009;1;10;10;"Draft";1610612749;"Milwaukee";"Bucks";"MIL";"Pallacanestro Virtus Roma (Italy)";"Other Team/Club";"1"
201944;"Terrence Williams";2009;1;11;11;"Draft";1610612751;"New Jersey";"Nets";"NJN";"Louisville";"College/University";"1"
201948;"Austin Daye";2009;1;15;15;"Draft";1610612765;"Detroit";"Pistons";"DET";"Gonzaga";"College/University";"1"
201949;"James Johnson";2009;1;16;16;"Draft";1610612741;"Chicago";"Bulls";"CHI";"Wake Forest";"College/University";"1"
201950;"Jrue Holiday";2009;1;17;17;"Draft";1610612755;"Philadelphia";"76ers";"PHI";"California-Los Angeles";"College/University";"1"
201952;"Jeff Teague";2009;1;19;19;"Draft";1610612737;"Atlanta";"Hawks";"ATL";"Wake Forest";"College/University";"1"
201959;"Taj Gibson";2009;1;26;26;"Draft";1610612741;"Chicago";"Bulls";"CHI";"Southern California";"College/University";"1"
201960;"DeMarre Carroll";2009;1;27;27;"Draft";1610612763;"Memphis";"Grizzlies";"MEM";"Missouri";"College/University";"1"
201962;"Toney Douglas";2009;1;29;29;"Draft";1610612747;"Los Angeles";"Lakers";"LAL";"Florida State";"College/University";"1"
201963;"Christian Eyenga";2009;1;30;30;"Draft";1610612739;"Cleveland";"Cavaliers";"CLE";"CB Prat (Spain)";"Other Team/Club";"1"
201964;"Victor Claver";2009;1;22;22;"Draft";1610612757;"Portland";"Trail Blazers";"POR";"Valencia BC (Spain)";"Other Team/Club";"1"
201967;"Dante Cunningham";2009;2;3;33;"Draft";1610612757;"Portland";"Trail Blazers";"POR";"Villanova";"College/University";"1"
201968;"Sergio Llull";2009;2;4;34;"Draft";1610612743;"Denver";"Nuggets";"DEN";"Real Madrid Baloncesto (Spain)";"Other Team/Club";"0"
201969;"DaJuan Summers";2009;2;5;35;"Draft";1610612765;"Detroit";"Pistons";"DET";"Georgetown";"College/University";"1"
201970;"Sam Young";2009;2;6;36;"Draft";1610612763;"Memphis";"Grizzlies";"MEM";"Pittsburgh";"College/University";"1"
201971;"DeJuan Blair";2009;2;7;37;"Draft";1610612759;"San Antonio";"Spurs";"SAS";"Pittsburgh";"College/University";"1"
201972;"Jon Brockman";2009;2;8;38;"Draft";1610612757;"Portland";"Trail Blazers";"POR";"Washington";"College/University";"1"
201973;"Jonas Jerebko";2009;2;9;39;"Draft";1610612765;"Detroit";"Pistons";"DET";"Pallacanestro Biella (Italy)";"Other Team/Club";"1"
201975;"Jodie Meeks";2009;2;11;41;"Draft";1610612749;"Milwaukee";"Bucks";"MIL";"Kentucky";"College/University";"1"
201976;"Patrick Beverley";2009;2;12;42;"Draft";1610612747;"Los Angeles";"Lakers";"LAL";"BC Dnipro (Ukraine)";"Other Team/Club";"1"
201978;"Chase Budinger";2009;2;14;44;"Draft";1610612765;"Detroit";"Pistons";"DET";"Arizona";"College/University";"1"
201980;"Danny Green";2009;2;16;46;"Draft";1610612739;"Cleveland";"Cavaliers";"CLE";"North Carolina";"College/University";"1"
201982;"Sergiy Gladyr";2009;2;19;49;"Draft";1610612737;"Atlanta";"Hawks";"ATL";"MBC Mykolaiv (Ukraine)";"Other Team/Club";"0"
